GO:0042056	0
GO:0060089	74
GO:0003674	2053
GO:0001071	17
GO:0030545	0
GO:0005198	15
GO:0000988	10
GO:0016247	0
GO:0016530	0
GO:0030234	35
GO:0005215	72
GO:0016209	3
GO:0003824	966
GO:0045182	2
GO:0009055	7
GO:0036370	0
GO:0045499	0
GO:0045735	0
GO:0016015	0
GO:0004872	90
GO:0031386	0
GO:0005488	850
